,acc,uar,epoch,dataset
fold1,0.646236559139785,0.5601557558120438,176,msp-improv_crema-d
fold1,0.5916167664670658,0.47699746460486714,176,msp-improv
fold1,0.6907317073170731,0.6028485699486921,176,crema-d
fold2,0.5921919096895578,0.5216251852527415,182,msp-improv_crema-d
fold2,0.5165114309906859,0.4202796762585707,182,msp-improv
fold2,0.6867724867724868,0.6122442241506274,182,crema-d
fold3,0.6684420772303595,0.5907024696524822,183,msp-improv_crema-d
fold3,0.5384615384615384,0.46497252116663446,183,msp-improv
fold3,0.7483870967741936,0.6285187159048174,183,crema-d
fold4,0.6058981233243967,0.521117668699263,127,msp-improv_crema-d
fold4,0.5206073752711496,0.44710214028395845,127,msp-improv
fold4,0.689289501590668,0.5742064001587078,127,crema-d
fold5,0.5619753086419753,0.5095790202950888,178,msp-improv_crema-d
fold5,0.42990654205607476,0.3702126684756463,178,msp-improv
fold5,0.7099476439790576,0.6214047762764213,178,crema-d
average,0.6149487956052149,0.5406360199423238,178,msp-improv_crema-d
average,0.5194207306493028,0.43591289415793544,178,msp-improv
average,0.7050256872866959,0.6078445372878531,178,crema-d
