,acc,uar,epoch,dataset
fold1,0.6765847347994826,0.6397856210484251,145,iemocap_crema-d
fold1,0.6314779270633397,0.6412427499690627,145,iemocap
fold1,0.6995121951219512,0.6125435023355579,145,crema-d
fold2,0.6820338983050848,0.6625155893368143,153,iemocap_crema-d
fold2,0.6358490566037736,0.5937974455876837,153,iemocap
fold2,0.707936507936508,0.6469731674305603,153,crema-d
fold3,0.6750160565189467,0.6415564514047014,162,iemocap_crema-d
fold3,0.5502392344497608,0.5386980900492027,162,iemocap
fold3,0.7591397849462366,0.6505872017976405,162,crema-d
fold4,0.6641841570751523,0.6173089062586061,175,iemocap_crema-d
fold4,0.5842696629213483,0.5699702117805566,175,iemocap
fold4,0.7094379639448568,0.614042380187406,175,crema-d
fold5,0.6820877817319099,0.6701507223815732,159,iemocap_crema-d
fold5,0.6196990424076607,0.5302664854504475,159,iemocap
fold5,0.7298429319371728,0.6952534567807558,159,crema-d
average,0.6759813256861154,0.646263458086024,159,iemocap_crema-d
average,0.6043069846891767,0.5747949965673906,159,iemocap
average,0.721173876777345,0.6438799417063841,159,crema-d
