,acc,uar,epoch,dataset
fold1,0.6091445427728613,0.5334988281165562,134,iemocap_msp-improv
fold1,0.6564299424184261,0.6001553249898758,134,iemocap
fold1,0.5796407185628742,0.47576942958634955,134,msp-improv
fold2,0.5961426066627703,0.5186092386250232,130,iemocap_msp-improv
fold2,0.7018867924528301,0.6260485790176722,130,iemocap
fold2,0.5486875529212532,0.46658110596245,130,msp-improv
fold3,0.5638031693077564,0.5086918344767379,198,iemocap_msp-improv
fold3,0.5725677830940988,0.5225172066835789,198,iemocap
fold3,0.5541958041958042,0.481628287431549,198,msp-improv
fold4,0.5934065934065934,0.5465947024728361,166,iemocap_msp-improv
fold4,0.5842696629213483,0.5538528202321306,166,iemocap
fold4,0.5986984815618221,0.5420110192837465,166,msp-improv
fold5,0.555247084952804,0.48468622428609287,199,iemocap_msp-improv
fold5,0.6292749658002736,0.5557529001496662,199,iemocap
fold5,0.5046728971962616,0.4390311195302983,199,msp-improv
average,0.583548799420557,0.5184161655954492,199,iemocap_msp-improv
average,0.6288858293373953,0.5716653662145846,199,iemocap
average,0.5571790908876031,0.4810041923588786,199,msp-improv
