,acc,uar,epoch,dataset
fold1,0.6521505376344086,0.5831050549764143,133,msp-improv_crema-d
fold1,0.592814371257485,0.5128551040646216,133,msp-improv
fold1,0.7004878048780487,0.6181455529134507,133,crema-d
fold2,0.6128880526810913,0.5547800877274077,172,msp-improv_crema-d
fold2,0.5436071126164268,0.4643579378065458,172,msp-improv
fold2,0.6994708994708995,0.636187399922374,172,crema-d
fold3,0.6770972037283621,0.5931398484569417,145,msp-improv_crema-d
fold3,0.5541958041958042,0.4733366679082849,145,msp-improv
fold3,0.7526881720430108,0.6433820899933154,145,crema-d
fold4,0.6552278820375335,0.6039215353731676,189,msp-improv_crema-d
fold4,0.586767895878525,0.5516211061665607,189,msp-improv
fold4,0.7221633085896076,0.6396699751373944,189,crema-d
fold5,0.5817283950617284,0.5371787772150942,193,msp-improv_crema-d
fold5,0.4570093457943925,0.39968362874297747,193,msp-improv
fold5,0.7214659685863875,0.6433034547175434,193,crema-d
average,0.6358184142286246,0.5744250607498051,193,msp-improv_crema-d
average,0.5468789059485267,0.4803708889377981,193,msp-improv
average,0.7192552307135908,0.6361376945368156,193,crema-d
