,acc,uar,epoch,dataset
fold1,0.6035928143712574,0.5368808323203564,154,msp-improv
fold2,0.5901778154106689,0.48448576760214257,159,msp-improv
fold3,0.5611888111888111,0.5024856241758077,190,msp-improv
fold4,0.5878524945770065,0.5676414494596314,195,msp-improv
fold5,0.5177570093457944,0.4336004752355722,193,msp-improv
average,0.5721137889787078,0.505018829758702,193,msp-improv
