,acc,rec,epoch,dataset
fold1,0.686829268292683,0.5950609025325208,65,crema-d
fold2,0.6941798941798942,0.6340775545540718,37,crema-d
fold3,0.7397849462365591,0.6039576307305387,71,crema-d
fold4,0.7221633085896076,0.5969940092898485,17,crema-d
fold5,0.7099476439790576,0.6763945933202187,55,crema-d
average,0.7105810122555604,0.6212969380854396,55,crema-d
