,acc,uar,epoch,dataset
fold1,0.6737044145873321,0.6777120999690797,163,iemocap
fold2,0.7094339622641509,0.7095047508647407,155,iemocap
fold3,0.5789473684210527,0.5285934227474319,184,iemocap
fold4,0.5823970037453183,0.5427886077311365,190,iemocap
fold5,0.6183310533515732,0.5986325594671178,149,iemocap
average,0.6325627604738855,0.6114462881559013,149,iemocap
