,acc,uar,epoch,dataset
fold1,0.72,0.6075244270243415,160,crema-d
fold2,0.6941798941798942,0.6187719170692841,98,crema-d
fold3,0.7720430107526882,0.6760888506535847,175,crema-d
fold4,0.7391304347826086,0.6307946819659513,188,crema-d
fold5,0.7120418848167539,0.6152943997884563,87,crema-d
average,0.727479044906389,0.6296948553003237,87,crema-d
