,acc,uar
fold1,0.8207142857142857,0.8178154667721519
fold2,0.8357142857142857,0.8353627165151775
fold3,0.8142857142857143,0.810603888283535
fold4,0.8407142857142857,0.8404274425287357
fold5,0.8207142857142857,0.8181031669304236
average,0.8264285714285716,0.8244625362060048
