,acc,uar
fold1,0.7666666666666667,0.76125
fold2,0.7616438356164383,0.758421052631579
fold3,0.7767123287671233,0.7769548872180451
fold4,0.7794520547945205,0.7792792792792793
fold5,0.7890410958904109,0.7874811463046757
average,0.7747031963470319,0.7726772730867157
