,acc,uar,epoch,dataset
fold1,0.65,0.5546452953583627,178,msp-improv_crema-d
fold1,0.5892215568862276,0.4682462650076662,178,msp-improv
fold1,0.6995121951219512,0.5947379397848771,178,crema-d
fold2,0.5912511759172154,0.5232731738228273,143,msp-improv_crema-d
fold2,0.5283657917019475,0.4357196062483848,143,msp-improv
fold2,0.6698412698412698,0.5970459244182763,143,crema-d
fold3,0.6418109187749668,0.5767198971845886,161,msp-improv_crema-d
fold3,0.48951048951048953,0.4214428337849549,161,msp-improv
fold3,0.7354838709677419,0.6507472211600476,161,crema-d
fold4,0.6316353887399464,0.5474332366918087,171,msp-improv_crema-d
fold4,0.5455531453362256,0.4712068234795507,171,msp-improv
fold4,0.7158006362672322,0.6096356720749415,171,crema-d
fold5,0.5758024691358025,0.5280622555983014,190,msp-improv_crema-d
fold5,0.46822429906542057,0.40174912503767424,190,msp-improv
fold5,0.6963350785340314,0.6212307574955508,190,crema-d
average,0.6180999905135863,0.5460267717311778,190,msp-improv_crema-d
average,0.5241750565000622,0.43967293071164615,190,msp-improv
average,0.7033946101464453,0.6146795029867387,190,crema-d
