,acc,uar,epoch,dataset
fold1,0.6011976047904192,0.490450184683496,172,msp-improv
fold2,0.5698560541913632,0.4828586694011276,191,msp-improv
fold3,0.5472027972027972,0.49188615246332734,176,msp-improv
fold4,0.5802603036876356,0.5402256834075015,175,msp-improv
fold5,0.508411214953271,0.44401920168347997,193,msp-improv
average,0.5613855949650972,0.48988797832778647,193,msp-improv
