,acc,uar
fold1,0.6116666666666667,0.6226696705153478
fold2,0.5911111111111111,0.5887543415000469
fold3,0.4725,0.4757932138925033
fold4,0.391,0.39205684314125566
fold5,0.5815,0.5797732178398228
average,0.5295555555555556,0.5318094573777954
