,acc,uar,epoch,dataset
fold1,0.6365591397849463,0.5846834367144946,171,msp-improv_crema-d
fold2,0.599247412982126,0.5605254150379286,183,msp-improv_crema-d
fold3,0.6677762982689747,0.6069262930130058,176,msp-improv_crema-d
fold4,0.6176943699731904,0.5988045423948258,136,msp-improv_crema-d
fold5,0.5935802469135802,0.5572848783889318,180,msp-improv_crema-d
average,0.6229714935845635,0.5816449131098373,180,msp-improv_crema-d
