,acc,rec,epoch,dataset
fold1,0.6351875808538163,0.6453363345265767,171,iemocap_crema-d
fold1,0.5911708253358925,0.6265019230853528,171,iemocap
fold1,0.6575609756097561,0.632702724714504,171,crema-d
fold2,0.6894915254237288,0.6675705930170677,97,iemocap_crema-d
fold2,0.6924528301886792,0.6907268208906445,97,iemocap
fold2,0.6878306878306878,0.6307528059108642,97,crema-d
fold3,0.6685934489402697,0.6461238070206571,159,iemocap_crema-d
fold3,0.5741626794258373,0.5721107221990303,159,iemocap
fold3,0.7322580645161291,0.6451055977142266,159,crema-d
fold4,0.7014218009478673,0.6748922557944791,116,iemocap_crema-d
fold4,0.6404494382022472,0.6546489855397901,116,iemocap
fold4,0.735949098621421,0.6610385366594481,116,crema-d
fold5,0.632858837485172,0.6202671573723829,191,iemocap_crema-d
fold5,0.5444596443228454,0.5619103941009093,191,iemocap
fold5,0.7005235602094241,0.6371599077374538,191,crema-d
average,0.6655106387301709,0.6508380295462327,191,iemocap_crema-d
average,0.6085390834951003,0.6211797691631454,191,iemocap
average,0.7028244773574837,0.6413519145472992,191,crema-d
