,acc,rec,epoch,dataset
fold1,0.5796407185628742,0.49051319540414057,175,msp-improv
fold2,0.5453005927180355,0.4939241361187048,195,msp-improv
fold3,0.5052447552447552,0.4286344749285217,187,msp-improv
fold4,0.5650759219088937,0.5234000847637211,198,msp-improv
fold5,0.5046728971962616,0.44240028190430003,104,msp-improv
average,0.5399869771261641,0.4757744346238776,104,msp-improv
