,acc,rec,epoch,dataset
fold1,0.5641592920353983,0.5203623116702089,115,iemocap_msp-improv
fold1,0.6333973128598849,0.6256540348965852,115,iemocap
fold1,0.5209580838323353,0.44084807386195357,115,msp-improv
fold2,0.5902980713033313,0.5612584158439224,168,iemocap_msp-improv
fold2,0.7056603773584905,0.7233298111279027,168,iemocap
fold2,0.5385266723116003,0.5116329895928948,168,msp-improv
fold3,0.5721434528773979,0.520353621788048,117,iemocap_msp-improv
fold3,0.594896331738437,0.567375985214205,117,iemocap
fold3,0.5472027972027972,0.4475013140317413,117,msp-improv
fold4,0.5673076923076923,0.5231277036541663,100,iemocap_msp-improv
fold4,0.5936329588014981,0.5852089268755934,100,iemocap
fold4,0.5520607375271149,0.4835876244967154,100,msp-improv
fold5,0.5485841199333703,0.49496987295795974,150,iemocap_msp-improv
fold5,0.5937072503419972,0.6057864714895026,150,iemocap
fold5,0.5177570093457944,0.45049434070419225,150,msp-improv
average,0.568498525691438,0.5240143851828611,150,iemocap_msp-improv
average,0.6242588462200616,0.6214710459207577,150,iemocap
average,0.5353010600439284,0.4668128685374994,150,msp-improv
