,acc,rec,epoch,dataset
fold1,0.6908150064683053,0.6816832392949632,77,iemocap_crema-d
fold1,0.690978886756238,0.6602390133011788,77,iemocap
fold1,0.6907317073170731,0.670111507043454,77,crema-d
fold2,0.6833898305084746,0.6775021287200996,51,iemocap_crema-d
fold2,0.6584905660377358,0.700098241565899,51,iemocap
fold2,0.6973544973544974,0.6482929047870049,51,crema-d
fold3,0.6955684007707129,0.6867562652558289,62,iemocap_crema-d
fold3,0.645933014354067,0.6126573042327194,62,iemocap
fold3,0.7290322580645161,0.6590026903069349,62,crema-d
fold4,0.6567366283006093,0.6137257453651823,86,iemocap_crema-d
fold4,0.5692883895131086,0.5418768332561436,86,iemocap
fold4,0.7062566277836692,0.6286029878110619,86,crema-d
fold5,0.6595492289442467,0.6388747118161794,55,iemocap_crema-d
fold5,0.6224350205198358,0.5833253225510668,55,iemocap
fold5,0.6879581151832461,0.6020814131530984,55,crema-d
average,0.6772118189984698,0.6597084180904507,55,iemocap_crema-d
average,0.6374251754361971,0.6196393429814014,55,iemocap
average,0.7022666411406003,0.6416183006203108,55,crema-d
