,acc,rec,epoch,dataset
fold1,0.6456989247311828,0.6051824857902758,66,msp-improv_crema-d
fold1,0.5676646706586826,0.5367358278792516,66,msp-improv
fold1,0.7092682926829268,0.6539730321940197,66,crema-d
fold2,0.6015992474129821,0.5830324169781881,83,msp-improv_crema-d
fold2,0.5283657917019475,0.5302556589511844,83,msp-improv
fold2,0.6931216931216931,0.638676024570649,83,crema-d
fold3,0.6331557922769641,0.65227676568963,68,msp-improv_crema-d
fold3,0.5454545454545454,0.5374802273434806,68,msp-improv
fold3,0.6870967741935484,0.7195417021862934,68,crema-d
fold4,0.6359249329758713,0.5474141311787407,53,msp-improv_crema-d
fold4,0.5661605206073753,0.48857279084551813,53,msp-improv
fold4,0.704135737009544,0.584036529994665,53,crema-d
fold5,0.5876543209876544,0.5625096559673379,82,msp-improv_crema-d
fold5,0.49626168224299066,0.4433459078100818,82,msp-improv
fold5,0.6900523560209424,0.6356682372462391,82,crema-d
average,0.620806643676931,0.5900830911208346,82,msp-improv_crema-d
average,0.5407814421331083,0.5072780825659032,82,msp-improv
average,0.6967349706057309,0.6463791052383733,82,crema-d
