,acc,rec,epoch,dataset
fold1,0.6290322580645161,0.6222280255828627,47,msp-improv_crema-d
fold1,0.5269461077844312,0.5093241377114477,47,msp-improv
fold1,0.7121951219512195,0.6944867661314488,47,crema-d
fold2,0.605832549388523,0.5978737044400383,52,msp-improv_crema-d
fold2,0.502116850127011,0.5070445018916754,52,msp-improv
fold2,0.7354497354497355,0.6974185007541119,52,crema-d
fold3,0.6458055925432756,0.5702460872687862,38,msp-improv_crema-d
fold3,0.479020979020979,0.44025922504148396,38,msp-improv
fold3,0.7483870967741936,0.6251512325331288,38,crema-d
fold4,0.6396782841823057,0.6298374121684804,97,msp-improv_crema-d
fold4,0.5390455531453362,0.556325492689129,97,msp-improv
fold4,0.7380699893955461,0.6878085625032506,97,crema-d
fold5,0.6187654320987654,0.59738972464869,86,msp-improv_crema-d
fold5,0.4934579439252336,0.45556720977815357,86,msp-improv
fold5,0.7591623036649214,0.7161475861214384,86,crema-d
average,0.6278228232554771,0.6035149908217715,86,msp-improv_crema-d
average,0.5081174868005982,0.49370411342237797,86,msp-improv
average,0.7386528494471233,0.6842025296086758,86,crema-d
