,acc,rec,epoch,dataset
fold1,0.5899705014749262,0.5625519099874312,45,iemocap_msp-improv
fold1,0.6660268714011516,0.6635746766252698,45,iemocap
fold1,0.5425149700598803,0.4842410196838485,45,msp-improv
fold2,0.5943892460549386,0.5733538822398327,84,iemocap_msp-improv
fold2,0.7150943396226415,0.7227655691715816,84,iemocap
fold2,0.5402201524132092,0.515295794571706,84,msp-improv
fold3,0.5421184320266889,0.4941508628707662,99,iemocap_msp-improv
fold3,0.5550239234449761,0.520337961030296,99,iemocap
fold3,0.527972027972028,0.4368018722255461,99,msp-improv
fold4,0.5810439560439561,0.5571093865840752,49,iemocap_msp-improv
fold4,0.6142322097378277,0.615185559438433,49,iemocap
fold4,0.561822125813449,0.5215352828989193,49,msp-improv
fold5,0.5513603553581343,0.4866214708006939,34,iemocap_msp-improv
fold5,0.6060191518467852,0.5670210759984147,34,iemocap
fold5,0.514018691588785,0.44386339587423174,34,msp-improv
average,0.5717764981917288,0.5347575024965598,34,iemocap_msp-improv
average,0.6312792992106764,0.6177769684527991,34,iemocap
average,0.5373095935694703,0.4803474730508503,34,msp-improv
