,acc,rec,epoch,dataset
fold1,0.6390685640362225,0.6726195125352054,25,iemocap_crema-d
fold1,0.6084452975047985,0.6454056274503258,25,iemocap
fold1,0.6546341463414634,0.6721553502114733,25,crema-d
fold2,0.6989830508474576,0.7141400605797886,97,iemocap_crema-d
fold2,0.6264150943396226,0.6712721833140681,97,iemocap
fold2,0.7396825396825397,0.7238734622927439,97,crema-d
fold3,0.6942838792549775,0.6904656511857765,82,iemocap_crema-d
fold3,0.620414673046252,0.6260470298177823,82,iemocap
fold3,0.7440860215053764,0.6870110408339472,82,crema-d
fold4,0.6844955991875423,0.6622680820926975,41,iemocap_crema-d
fold4,0.6179775280898876,0.6461532029060765,41,iemocap
fold4,0.7221633085896076,0.6537480045447358,41,crema-d
fold5,0.669632265717675,0.6891051169326858,76,iemocap_crema-d
fold5,0.5690834473324213,0.5934833148962098,76,iemocap
fold5,0.7465968586387435,0.730117499064786,76,crema-d
average,0.6772926718087751,0.6857196846652307,76,iemocap_crema-d
average,0.6084672080625964,0.6364722716768926,76,iemocap
average,0.7214325749515462,0.6933810713895372,76,crema-d
