,acc,uar
fold1,0.89125,0.8928877463581835
fold2,0.8075,0.8057002930935144
fold3,0.823125,0.8257776061317252
fold4,0.814375,0.8148440760138225
fold5,0.855,0.8546974491191062
average,0.83825,0.8387814341432703
