,acc,uar
fold1,0.899375,0.8970833020450051
fold2,0.859375,0.8608530669400616
fold3,0.878125,0.8798830277703518
fold4,0.83375,0.8332695303527706
fold5,0.82625,0.8257975502780508
average,0.859375,0.859377295477248
