,acc,uar
fold1,0.555,0.5519289626288659
fold2,0.5922222222222222,0.5958818303702131
fold3,0.6085,0.6089389218011849
fold4,0.5765,0.5755161168054612
fold5,0.5925,0.5923949359592509
average,0.5849444444444444,0.5849321535129952
