,acc,uar,epoch,dataset
fold1,0.6634408602150538,0.5923774101287662,157,msp-improv_crema-d
fold1,0.6011976047904192,0.5010010735390775,157,msp-improv
fold1,0.7141463414634146,0.6404196984577295,157,crema-d
fold2,0.6185324553151458,0.5619817730059097,169,msp-improv_crema-d
fold2,0.5469940728196444,0.46633780377666045,169,msp-improv
fold2,0.707936507936508,0.646735137019143,169,crema-d
fold3,0.681757656458056,0.6365118008263669,174,msp-improv_crema-d
fold3,0.5821678321678322,0.5198473014246545,174,msp-improv
fold3,0.7430107526881721,0.683902278531731,174,crema-d
fold4,0.6407506702412868,0.5940233874770381,197,msp-improv_crema-d
fold4,0.5553145336225597,0.5298527230345412,197,msp-improv
fold4,0.7242841993637328,0.6404294056757526,197,crema-d
fold5,0.5896296296296296,0.5526419150277008,122,msp-improv_crema-d
fold5,0.45794392523364486,0.41257851059755324,122,msp-improv
fold5,0.7371727748691099,0.6691739174572654,122,crema-d
average,0.6388222543718344,0.5875072572931563,122,msp-improv_crema-d
average,0.5487235937268201,0.48592348247449735,122,msp-improv
average,0.7253101152641874,0.6561320874283243,122,crema-d
