,acc,uar,epoch,dataset
fold1,0.6901681759379042,0.6827999288327666,96,iemocap_crema-d
fold1,0.6391554702495201,0.6603314247471993,96,iemocap
fold1,0.7160975609756097,0.6744531942785019,96,crema-d
fold2,0.6888135593220339,0.6715004465031597,188,iemocap_crema-d
fold2,0.6509433962264151,0.6007034065411029,188,iemocap
fold2,0.71005291005291,0.6493662234828896,188,crema-d
fold3,0.6782273603082851,0.6673730139849635,199,iemocap_crema-d
fold3,0.5901116427432217,0.5873584841705647,199,iemocap
fold3,0.7376344086021506,0.6832930663579174,199,crema-d
fold4,0.6756939742721734,0.6494693550645781,121,iemocap_crema-d
fold4,0.5767790262172284,0.5810967023610701,121,iemocap
fold4,0.7317073170731707,0.6631151153573658,121,crema-d
fold5,0.6702253855278766,0.6483487978446062,97,iemocap_crema-d
fold5,0.5991792065663475,0.5470939716521832,97,iemocap
fold5,0.724607329842932,0.6600003616114452,97,crema-d
average,0.6806256910736547,0.6638983084460148,97,iemocap_crema-d
average,0.6112337484005466,0.595316797894424,97,iemocap
average,0.7240199053093546,0.666045592217624,97,crema-d
