,acc,uar
fold1,0.8522222222222222,0.8372040975295043
fold2,0.8294444444444444,0.837556879855007
fold3,0.8555,0.8542610135859564
fold4,0.8925,0.8926985342868086
fold5,0.852,0.8494058786741714
average,0.8563333333333334,0.8542252807862896
