,acc,uar,epoch,dataset
fold1,0.5626843657817109,0.5069201774026707,183,iemocap_msp-improv
fold2,0.5961426066627703,0.532357646982791,181,iemocap_msp-improv
fold3,0.5613010842368641,0.5033264644452778,131,iemocap_msp-improv
fold4,0.5782967032967034,0.5549980287195142,171,iemocap_msp-improv
fold5,0.5385896724042198,0.4843191276182445,138,iemocap_msp-improv
average,0.5674028864764538,0.5163842890336997,138,iemocap_msp-improv
