,acc,uar
fold1,0.8425,0.848132899556991
fold2,0.78125,0.7808048800305002
fold3,0.868125,0.8685614328951501
fold4,0.834375,0.8286731340948208
fold5,0.8375,0.8345033929383737
average,0.8327500000000001,0.8321351479031671
