,acc,uar,epoch,dataset
fold1,0.6500646830530401,0.6103447939411746,176,iemocap_crema-d
fold1,0.6122840690978887,0.6084503112611387,176,iemocap
fold1,0.6692682926829269,0.5715290359861089,176,crema-d
fold2,0.6664406779661017,0.6481866414357346,149,iemocap_crema-d
fold2,0.6377358490566037,0.5278895281377969,149,iemocap
fold2,0.6825396825396826,0.6336279596262219,149,crema-d
fold3,0.6448298008991651,0.6163439528485859,197,iemocap_crema-d
fold3,0.5502392344497608,0.5198086481201989,197,iemocap
fold3,0.7086021505376344,0.6175008449992834,197,crema-d
fold4,0.6452268111035884,0.5840865843964991,179,iemocap_crema-d
fold4,0.5617977528089888,0.5171094550404896,179,iemocap
fold4,0.6924708377518558,0.5857758318535696,179,crema-d
fold5,0.6180308422301305,0.6060842869308818,88,iemocap_crema-d
fold5,0.5868673050615595,0.5250851484533522,88,iemocap
fold5,0.6418848167539267,0.5849066515068739,88,crema-d
average,0.6449185630504052,0.6130092519105752,88,iemocap_crema-d
average,0.5897848420949603,0.5396686182025953,88,iemocap
average,0.6789531560532053,0.5986680647944116,88,crema-d
