,acc,uar,epoch,dataset
fold1,0.5464601769911505,0.48794603816721965,99,iemocap_msp-improv
fold1,0.5681381957773513,0.5302471724837196,99,iemocap
fold1,0.5329341317365269,0.4458650881321073,99,msp-improv
fold2,0.5809468147282291,0.4720708400219418,161,iemocap_msp-improv
fold2,0.6169811320754717,0.5580518877339515,161,iemocap
fold2,0.5647756138865369,0.4350859224161151,161,msp-improv
fold3,0.5237698081734778,0.45928910067385115,151,iemocap_msp-improv
fold3,0.5215311004784688,0.4635866792260293,151,iemocap
fold3,0.5262237762237763,0.4358369461211597,151,msp-improv
fold4,0.5467032967032966,0.5065360265842259,89,iemocap_msp-improv
fold4,0.548689138576779,0.5208684195753162,89,iemocap
fold4,0.5455531453362256,0.49894045348590804,89,msp-improv
fold5,0.5124930594114381,0.42916500480238573,135,iemocap_msp-improv
fold5,0.5718194254445964,0.4834734357530333,135,iemocap
fold5,0.4719626168224299,0.38526786710284866,135,msp-improv
average,0.5420746312015184,0.47100140204992486,135,iemocap_msp-improv
average,0.5654317984705335,0.51124551895441,135,iemocap
average,0.5282898568010992,0.4401992554516278,135,msp-improv
