,acc,uar,epoch,dataset
fold1,0.5580645161290323,0.5542010911262532,120,msp-improv_crema-d
fold1,0.5221556886227545,0.46531081461682916,120,msp-improv
fold1,0.5873170731707317,0.6008043824801392,120,crema-d
fold2,0.6015992474129821,0.5406187889554939,189,msp-improv_crema-d
fold2,0.5334462320067739,0.43969279171653936,189,msp-improv
fold2,0.6867724867724868,0.6241564653468417,189,crema-d
fold3,0.6165113182423435,0.5603592349113734,108,msp-improv_crema-d
fold3,0.5506993006993007,0.45122866835649544,108,msp-improv
fold3,0.656989247311828,0.599407831622479,108,crema-d
fold4,0.6107238605898123,0.5112988472831308,167,msp-improv_crema-d
fold4,0.5542299349240781,0.4592339478703115,167,msp-improv
fold4,0.6659597030752916,0.5357878644637533,167,crema-d
fold5,0.5130864197530864,0.4653338880515916,117,msp-improv_crema-d
fold5,0.4093457943925234,0.35753188679272463,117,msp-improv
fold5,0.6293193717277487,0.5447813708079196,117,crema-d
average,0.5799970724254513,0.5263623700655685,117,msp-improv_crema-d
average,0.5139753901290861,0.43459962187058004,117,msp-improv
average,0.6452715764116174,0.5809875829442265,117,crema-d
