,acc,rec,epoch,dataset
fold1,0.6869340232858991,0.6639239412701364,97,iemocap_crema-d
fold1,0.6372360844529751,0.6594237378177057,97,iemocap
fold1,0.7121951219512195,0.6439524534322248,97,crema-d
fold2,0.6847457627118644,0.6675769870911764,74,iemocap_crema-d
fold2,0.660377358490566,0.6528126501095594,74,iemocap
fold2,0.6984126984126984,0.6461844280459865,74,crema-d
fold3,0.6775850995504175,0.6668292913374191,93,iemocap_crema-d
fold3,0.5869218500797448,0.5781722202598218,93,iemocap
fold3,0.7387096774193549,0.678027456887268,93,crema-d
fold4,0.6743398781313473,0.6412613020420976,91,iemocap_crema-d
fold4,0.5805243445692884,0.5791024588438382,91,iemocap
fold4,0.7274655355249204,0.6508510952680691,91,crema-d
fold5,0.6963226571767497,0.6903609932838459,92,iemocap_crema-d
fold5,0.6060191518467852,0.5903310843986441,92,iemocap
fold5,0.7654450261780105,0.7148449371560927,92,crema-d
average,0.6839854841712556,0.6659905030049351,92,iemocap_crema-d
average,0.614215757887872,0.6119684302859139,92,iemocap
average,0.7284456118972408,0.6667720741579282,92,crema-d
