,acc,rec,epoch,dataset
fold1,0.605457227138643,0.5691401446889903,84,iemocap_msp-improv
fold1,0.6602687140115163,0.6603421516402495,84,iemocap
fold1,0.5712574850299401,0.49458435190424616,84,msp-improv
fold2,0.6060783167738165,0.541188075186115,94,iemocap_msp-improv
fold2,0.6792452830188679,0.6755157079029736,94,iemocap
fold2,0.5732430143945809,0.4959256637354669,94,msp-improv
fold3,0.5846538782318599,0.5262655709553038,97,iemocap_msp-improv
fold3,0.5996810207336523,0.5522780792738405,97,iemocap
fold3,0.5681818181818182,0.4779609407458169,97,msp-improv
fold4,0.5995879120879121,0.5550913051716102,96,iemocap_msp-improv
fold4,0.602996254681648,0.5853533652384226,96,iemocap
fold4,0.5976138828633406,0.5365702479338843,96,msp-improv
fold5,0.5702387562465298,0.5084139273361432,90,iemocap_msp-improv
fold5,0.6361149110807114,0.575610236744497,90,iemocap
fold5,0.525233644859813,0.4649712799362309,90,msp-improv
average,0.5932032180957523,0.5400198046676324,90,iemocap_msp-improv
average,0.6356612367052792,0.6098199081599966,90,iemocap
average,0.5671059690658986,0.494002496851129,90,msp-improv
