,acc,uar,epoch,dataset
fold1,0.6596774193548387,0.5760495750977914,98,msp-improv_crema-d
fold1,0.592814371257485,0.47530498802805476,98,msp-improv
fold1,0.7141463414634146,0.6357419783254453,98,crema-d
fold2,0.5983066792097836,0.5778366167394196,170,msp-improv_crema-d
fold2,0.5266723116003387,0.49852185862016307,170,msp-improv
fold2,0.6878306878306878,0.6489649232765885,170,crema-d
fold3,0.6830892143808256,0.6163636981780044,182,msp-improv_crema-d
fold3,0.5716783216783217,0.5068147142191665,182,msp-improv
fold3,0.7516129032258064,0.6615606706928785,182,crema-d
fold4,0.6107238605898123,0.562362146383325,98,msp-improv_crema-d
fold4,0.5206073752711496,0.4783958465776648,98,msp-improv
fold4,0.6988335100742312,0.6304066510228368,98,crema-d
fold5,0.6019753086419753,0.5572095496232966,167,msp-improv_crema-d
fold5,0.48411214953271026,0.43234430771281823,167,msp-improv
fold5,0.7340314136125654,0.6555593840138841,167,crema-d
average,0.6307544964354471,0.5779643172043674,167,msp-improv_crema-d
average,0.5391769058680012,0.4782763430315735,167,msp-improv
average,0.7172909712413411,0.6464467214663265,167,crema-d
