,acc,uar,epoch,dataset
fold1,0.7317073170731707,0.6416984409611788,192,crema-d
fold2,0.6984126984126984,0.6441784305170594,169,crema-d
fold3,0.7430107526881721,0.6648164394132798,177,crema-d
fold4,0.7274655355249204,0.6620177902305342,163,crema-d
fold5,0.7549738219895288,0.7095887345261167,159,crema-d
average,0.7311140251376982,0.6644599671296337,159,crema-d
