,acc,uar
fold1,0.973125,0.9732596084118927
fold2,0.92625,0.9286612193588937
fold3,0.920625,0.9228837427632608
fold4,0.92375,0.9248932271962681
fold5,0.91875,0.9206775278559924
average,0.9325000000000001,0.9340750651172615
