,acc,uar,attack_success_rate
fold1,0.7430555555555556,0.7224999999999999,0.7430555555555556
fold2,0.726027397260274,0.7183458646616542,0.726027397260274
fold3,0.7547945205479452,0.747781954887218,0.7547945205479452
fold4,0.7246575342465753,0.7222222222222222,0.7246575342465753
fold5,0.7109589041095891,0.6978129713423831,0.7109589041095891
average,0.7318987823439879,0.7217326026226955,0.7318987823439879
