,acc,uar,attack_success_rate
fold1,0.8125,0.8059375,0.8125
fold2,0.8178082191780822,0.8148496240601504,0.8178082191780822
fold3,0.7863013698630137,0.7816541353383459,0.7863013698630138
fold4,0.8136986301369863,0.812987987987988,0.8136986301369863
fold5,0.7986301369863014,0.7945701357466064,0.7986301369863014
average,0.8057876712328766,0.8019998766266181,0.8057876712328766
