,acc,uar,epoch,dataset
fold1,0.6011976047904192,0.5154312163565303,192,msp-improv
fold2,0.5681625740897545,0.5116382803360868,180,msp-improv
fold3,0.5559440559440559,0.4782662056476802,154,msp-improv
fold4,0.5911062906724512,0.5833227378681924,157,msp-improv
fold5,0.5261682242990654,0.4723532639312908,188,msp-improv
average,0.5685157499591492,0.5122023408279561,188,msp-improv
