,acc,uar,epoch,dataset
fold1,0.6478494623655914,0.5642498198778203,158,msp-improv_crema-d
fold1,0.5904191616766467,0.4817417381032714,158,msp-improv
fold1,0.6946341463414634,0.6124773140599586,158,crema-d
fold2,0.5851364063969896,0.5408801735180799,186,msp-improv_crema-d
fold2,0.5131244707874683,0.44879149932024615,186,msp-improv
fold2,0.6751322751322751,0.6219581142606879,186,crema-d
fold3,0.6637816245006658,0.5923931565670895,167,msp-improv_crema-d
fold3,0.5611888111888111,0.4790495703142499,167,msp-improv
fold3,0.7268817204301076,0.6406528154918483,167,crema-d
fold4,0.6150134048257373,0.5525935566916906,183,msp-improv_crema-d
fold4,0.5130151843817787,0.4599226531044712,183,msp-improv
fold4,0.7147401908801697,0.6315297990348566,183,crema-d
fold5,0.537283950617284,0.4681857089102056,81,msp-improv_crema-d
fold5,0.405607476635514,0.32676104994989946,81,msp-improv
fold5,0.6848167539267016,0.585592922127985,81,crema-d
average,0.6098129697412535,0.5436604831129772,81,msp-improv_crema-d
average,0.5166710209340438,0.43925330215842767,81,msp-improv
average,0.6992410173421435,0.6184421929950673,81,crema-d
