,acc,uar
fold1,0.66125,0.6595984096421694
fold2,0.683125,0.6843203620277177
fold3,0.6325,0.6330519074421513
fold4,0.660625,0.661271924684558
fold5,0.65375,0.6496096486838154
average,0.65825,0.6575704504960823
