,acc,rec,epoch,dataset
fold1,0.6500646830530401,0.6506997966650865,180,iemocap_crema-d
fold1,0.6487523992322457,0.6831040602196395,180,iemocap
fold1,0.6507317073170732,0.6243895212399486,180,crema-d
fold2,0.6955932203389831,0.6779875288085586,191,iemocap_crema-d
fold2,0.6716981132075471,0.6094973207842656,191,iemocap
fold2,0.708994708994709,0.6522717534568999,191,crema-d
fold3,0.6628131021194605,0.6317294993212186,145,iemocap_crema-d
fold3,0.5598086124401914,0.5578166868258708,145,iemocap
fold3,0.7322580645161291,0.6334886651084753,145,crema-d
fold4,0.6594448205822614,0.6429180297598002,166,iemocap_crema-d
fold4,0.5561797752808989,0.5630605611927451,166,iemocap
fold4,0.7179215270413574,0.6658828522641496,166,crema-d
fold5,0.6814946619217082,0.663319570123045,180,iemocap_crema-d
fold5,0.6429548563611491,0.5975283655637914,180,iemocap
fold5,0.7109947643979058,0.6592433980147822,180,crema-d
average,0.6698820976030907,0.6533308849355418,180,iemocap_crema-d
average,0.6158787513044064,0.6022013989172624,180,iemocap
average,0.7041801544534348,0.6470552380168512,180,crema-d
