,acc,rec,epoch,dataset
fold1,0.621505376344086,0.5940145756382298,120,msp-improv_crema-d
fold1,0.5856287425149701,0.5454031262854793,120,msp-improv
fold1,0.6507317073170732,0.6189055281448096,120,crema-d
fold2,0.5954844778927564,0.5711323365354803,147,msp-improv_crema-d
fold2,0.5224386113463166,0.48053026238971525,147,msp-improv
fold2,0.6867724867724868,0.6496189073765655,147,crema-d
fold3,0.6065246338215713,0.5513616424367614,65,msp-improv_crema-d
fold3,0.5367132867132867,0.42928390123722937,65,msp-improv
fold3,0.6494623655913978,0.6174362404721785,65,crema-d
fold4,0.627882037533512,0.573112666757863,196,msp-improv_crema-d
fold4,0.5412147505422994,0.5066274634456452,196,msp-improv
fold4,0.7126193001060446,0.6218778113825822,196,crema-d
fold5,0.571358024691358,0.5198889824433315,199,msp-improv_crema-d
fold5,0.4570093457943925,0.395822598557195,199,msp-improv
fold5,0.6994764397905759,0.6187506231290051,199,crema-d
average,0.6045509100566567,0.5619020407623332,199,msp-improv_crema-d
average,0.528600947382253,0.47153347038305277,199,msp-improv
average,0.6798124599155158,0.6253178221010283,199,crema-d
