,acc,rec,epoch,dataset
fold1,0.6275811209439528,0.5577756428727177,157,iemocap_msp-improv
fold1,0.6890595009596929,0.6800098784358511,157,iemocap
fold1,0.5892215568862276,0.46157666597190716,157,msp-improv
fold2,0.559322033898305,0.5229188079194578,103,iemocap_msp-improv
fold2,0.6622641509433962,0.6961075755016812,103,iemocap
fold2,0.5131244707874683,0.4604562813729871,103,msp-improv
fold3,0.5821517931609674,0.5227105374676781,197,iemocap_msp-improv
fold3,0.6124401913875598,0.5580343348711417,197,iemocap
fold3,0.548951048951049,0.4744570077040592,197,msp-improv
fold4,0.5508241758241759,0.47947713190372515,42,iemocap_msp-improv
fold4,0.5430711610486891,0.5149163310082849,42,iemocap
fold4,0.5553145336225597,0.45801546937910576,42,msp-improv
fold5,0.5669072737368129,0.5262998584088211,128,iemocap_msp-improv
fold5,0.6196990424076607,0.6106928784392136,128,iemocap
fold5,0.5308411214953271,0.47970720437529124,128,msp-improv
average,0.5773572795128428,0.52183639571448,128,iemocap_msp-improv
average,0.6253068093493999,0.6119521996512345,128,iemocap
average,0.5474905463485263,0.46684252576067015,128,msp-improv
