,acc,uar,epoch,dataset
fold1,0.6936585365853658,0.6197625334595239,175,crema-d
fold2,0.6994708994708995,0.6386048697938871,160,crema-d
fold3,0.7182795698924731,0.6702419362601391,140,crema-d
fold4,0.7264050901378579,0.6564542725069746,139,crema-d
fold5,0.7026178010471205,0.6408208555696879,104,crema-d
average,0.7080863794267434,0.6451768935180425,104,crema-d
