,acc,uar
fold1,0.91875,0.9188729718242956
fold2,0.880625,0.8829472731514756
fold3,0.914375,0.9142760267251671
fold4,0.89375,0.8934018401840185
fold5,0.893125,0.892950448761219
average,0.9001249999999998,0.9004897121292352
