,acc,rec,epoch,dataset
fold1,0.7438551099611902,0.7362059453318895,58,iemocap_crema-d
fold1,0.7024952015355086,0.7355317394645473,58,iemocap
fold1,0.7648780487804878,0.712448941926565,58,crema-d
fold2,0.6833898305084746,0.6931611963095146,43,iemocap_crema-d
fold2,0.6,0.7003089816786827,43,iemocap
fold2,0.7301587301587301,0.6908734932296032,43,crema-d
fold3,0.7096981374438022,0.7145904461692161,48,iemocap_crema-d
fold3,0.631578947368421,0.603855581601961,48,iemocap
fold3,0.7623655913978494,0.7518582081039985,48,crema-d
fold4,0.7190250507786052,0.7265577872220026,64,iemocap_crema-d
fold4,0.6460674157303371,0.6629586356597851,64,iemocap
fold4,0.76033934252386,0.7439011956649028,64,crema-d
fold5,0.6684460260972717,0.652854583309406,18,iemocap_crema-d
fold5,0.5800273597811217,0.5962897014369125,18,iemocap
fold5,0.7361256544502618,0.6600405903455371,18,crema-d
average,0.7048828309578687,0.7046739916684058,18,iemocap_crema-d
average,0.6320337848830777,0.6597889279683777,18,iemocap
average,0.7507734734622378,0.7118244858541212,18,crema-d
