,acc,rec,epoch,dataset
fold1,0.7016129032258065,0.6907253896300787,85,msp-improv_crema-d
fold1,0.6335329341317365,0.6222713267491853,85,msp-improv
fold1,0.7570731707317073,0.740510066510075,85,crema-d
fold2,0.6340545625587959,0.6225659539593125,45,msp-improv_crema-d
fold2,0.54614733276884,0.5424638381969558,45,msp-improv
fold2,0.7439153439153439,0.7068348260310349,45,crema-d
fold3,0.7077230359520639,0.6915123993333111,85,msp-improv_crema-d
fold3,0.5734265734265734,0.5428324443454864,85,msp-improv
fold3,0.7903225806451613,0.7744416181714864,85,crema-d
fold4,0.6863270777479893,0.6614253272369699,97,msp-improv_crema-d
fold4,0.6073752711496746,0.6003867344776436,97,msp-improv
fold4,0.7635206786850477,0.7061725170739438,97,crema-d
fold5,0.659753086419753,0.6405962438873881,69,msp-improv_crema-d
fold5,0.5476635514018692,0.520762817741878,69,msp-improv
fold5,0.7853403141361257,0.7320260962285243,69,crema-d
average,0.6778941331808817,0.6613650628094121,69,msp-improv_crema-d
average,0.5816291325757387,0.5657434323022298,69,msp-improv
average,0.7680344176226772,0.731997024803013,69,crema-d
