,acc,rec,epoch,dataset
fold1,0.6408554572271387,0.6416822954518793,33,iemocap_msp-improv
fold1,0.6737044145873321,0.7099660444310018,33,iemocap
fold1,0.6203592814371257,0.5813574506568558,33,msp-improv
fold2,0.5967270601987142,0.6131014632252284,96,iemocap_msp-improv
fold2,0.6566037735849056,0.7307719552023724,96,iemocap
fold2,0.5698560541913632,0.5803327245991953,96,msp-improv
fold3,0.5921601334445371,0.544000495836066,76,iemocap_msp-improv
fold3,0.6283891547049442,0.5880413103125925,76,iemocap
fold3,0.5524475524475524,0.4837953294404282,76,msp-improv
fold4,0.6449175824175825,0.6218646648218054,43,iemocap_msp-improv
fold4,0.6441947565543071,0.6566777305283051,43,iemocap
fold4,0.6453362255965293,0.5988027124390761,43,msp-improv
fold5,0.578012215435869,0.5598222662238496,61,iemocap_msp-improv
fold5,0.6593707250341997,0.6601348473465332,61,iemocap
fold5,0.5224299065420561,0.5025180315298131,61,msp-improv
average,0.6105344897447683,0.5960942371117657,61,iemocap_msp-improv
average,0.6524525648931379,0.669118377564161,61,iemocap
average,0.5820858040429254,0.5493612497330738,61,msp-improv
