,acc,rec,epoch,dataset
fold1,0.7011642949547219,0.6766480240637162,175,iemocap_crema-d
fold1,0.6506717850287908,0.6723874514992698,175,iemocap
fold1,0.7268292682926829,0.6564767089993241,175,crema-d
fold2,0.6650847457627118,0.6507182901675597,188,iemocap_crema-d
fold2,0.6037735849056604,0.5850510619257452,188,iemocap
fold2,0.6994708994708995,0.6365934444725591,188,crema-d
fold3,0.6878612716763006,0.6846824900725828,183,iemocap_crema-d
fold3,0.6028708133971292,0.5884061383884768,183,iemocap
fold3,0.7451612903225806,0.7088804273059844,183,crema-d
fold4,0.6343940419769803,0.5870373411994592,70,iemocap_crema-d
fold4,0.5243445692883895,0.4929208828634116,70,iemocap
fold4,0.6967126193001061,0.6144836070210542,70,crema-d
fold5,0.6779359430604982,0.6695128604946183,195,iemocap_crema-d
fold5,0.5937072503419972,0.5781495684529971,195,iemocap
fold5,0.7424083769633508,0.6877599693241524,195,crema-d
average,0.6732880594862427,0.6537198011995872,195,iemocap_crema-d
average,0.5950736005923934,0.5833830206259801,195,iemocap
average,0.722116490869924,0.6608388314246147,195,crema-d
