,acc,rec,epoch,dataset
fold1,0.5976047904191617,0.49202527845951505,61,msp-improv
fold2,0.5740897544453852,0.48176592559568115,110,msp-improv
fold3,0.5559440559440559,0.4526334550562628,63,msp-improv
fold4,0.5900216919739696,0.5558539944903581,145,msp-improv
fold5,0.5214953271028038,0.46892069292728045,189,msp-improv
average,0.5678311239770752,0.49023986930581953,189,msp-improv
