,acc,uar
fold1,0.6278571428571429,0.6023307050092764
fold2,0.5285714285714286,0.5340630214979877
fold3,0.5064285714285715,0.5068947780934653
fold4,0.5128571428571429,0.5148941729814476
fold5,0.53,0.5354845756421063
average,0.5411428571428573,0.5387334506448567
