,acc,rec,epoch,dataset
fold1,0.6390685640362225,0.6205282107478965,146,iemocap_crema-d
fold1,0.6199616122840691,0.6357339319150399,146,iemocap
fold1,0.6487804878048781,0.5821806343155927,146,crema-d
fold2,0.6671186440677966,0.6351968475241719,198,iemocap_crema-d
fold2,0.6566037735849056,0.6159016059940735,198,iemocap
fold2,0.6730158730158731,0.6032701263995641,198,crema-d
fold3,0.6403339755940912,0.6498770544988691,93,iemocap_crema-d
fold3,0.6299840510366826,0.6301167806642903,93,iemocap
fold3,0.6473118279569893,0.6392123101461644,93,crema-d
fold4,0.6777251184834123,0.632832707354686,183,iemocap_crema-d
fold4,0.6273408239700374,0.6247359760290795,183,iemocap
fold4,0.7062566277836692,0.6109423319021927,183,crema-d
fold5,0.631079478054567,0.6374058670318365,151,iemocap_crema-d
fold5,0.585499316005472,0.5158111397691711,151,iemocap
fold5,0.6659685863874345,0.6822364542728261,151,crema-d
average,0.651065156047218,0.6351681374314919,151,iemocap_crema-d
average,0.6238779153762334,0.6044598868743309,151,iemocap
average,0.6682666805897688,0.623568371407268,151,crema-d
