,acc,rec,epoch,dataset
fold1,0.581858407079646,0.5022437218506104,122,iemocap_msp-improv
fold1,0.6218809980806143,0.6079432284770054,122,iemocap
fold1,0.5568862275449101,0.4174413931519021,122,msp-improv
fold2,0.5885447106954997,0.5391835203307295,147,iemocap_msp-improv
fold2,0.7018867924528301,0.7140656906849272,147,iemocap
fold2,0.5376799322607959,0.48704055655461004,147,msp-improv
fold3,0.5587989991659716,0.5047114010669893,195,iemocap_msp-improv
fold3,0.5869218500797448,0.5453494678326892,195,iemocap
fold3,0.527972027972028,0.43310250085730784,195,msp-improv
fold4,0.5652472527472527,0.5371421518081022,106,iemocap_msp-improv
fold4,0.5973782771535581,0.5886490159478664,106,iemocap
fold4,0.5466377440347071,0.5060288196651833,106,msp-improv
fold5,0.5530260966129927,0.5042803328805673,160,iemocap_msp-improv
fold5,0.6101231190150479,0.6264587264778784,160,iemocap
fold5,0.514018691588785,0.45590268684651947,160,msp-improv
average,0.5694950932602725,0.5175122255873997,160,iemocap_msp-improv
average,0.6236382073563591,0.6164932258840733,160,iemocap
average,0.5366389246802452,0.45990319141510466,160,msp-improv
