,acc,uar,epoch,dataset
fold1,0.7160975609756097,0.6376154421257669,179,crema-d
fold2,0.7026455026455026,0.634864091331146,195,crema-d
fold3,0.7150537634408602,0.6741094463039052,190,crema-d
fold4,0.7274655355249204,0.6293837613538328,161,crema-d
fold5,0.7078534031413612,0.6638833806262151,176,crema-d
average,0.7138231531456509,0.6479712243481732,176,crema-d
