,acc,uar
fold1,0.8311111111111111,0.817687932405865
fold2,0.8466666666666667,0.8590481328298267
fold3,0.823,0.8234927035330262
fold4,0.85,0.8497495959935359
fold5,0.824,0.822481206316438
average,0.8349555555555556,0.8344919142157383
