,acc,rec,epoch,dataset
fold1,0.6532988357050453,0.6492648983946029,67,iemocap_crema-d
fold1,0.6142034548944337,0.6492142961792535,67,iemocap
fold1,0.6731707317073171,0.6264684520974653,67,crema-d
fold2,0.656271186440678,0.6278089593736716,71,iemocap_crema-d
fold2,0.5811320754716981,0.6083181368538572,71,iemocap
fold2,0.6984126984126984,0.6255707106563431,71,crema-d
fold3,0.6538214515093128,0.6497215257497707,75,iemocap_crema-d
fold3,0.5741626794258373,0.5744269790808116,75,iemocap
fold3,0.7075268817204301,0.6693046799033036,75,crema-d
fold4,0.6594448205822614,0.6029126011726157,62,iemocap_crema-d
fold4,0.5880149812734082,0.5721108234039268,62,iemocap
fold4,0.6998939554612937,0.5985903797265515,62,crema-d
fold5,0.6352313167259787,0.6606870357639842,68,iemocap_crema-d
fold5,0.533515731874145,0.5906838422768171,68,iemocap
fold5,0.7130890052356021,0.6975531125572811,68,crema-d
average,0.6516135221926552,0.638079004090929,68,iemocap_crema-d
average,0.5782057845879045,0.5989508155589333,68,iemocap
average,0.6984186545074683,0.6434974669881889,68,crema-d
