,acc,uar,epoch,dataset
fold1,0.6333333333333333,0.5783903900466518,182,msp-improv_crema-d
fold2,0.6006585136406397,0.5695102294263581,161,msp-improv_crema-d
fold3,0.6511318242343542,0.5769293841352967,191,msp-improv_crema-d
fold4,0.6380697050938338,0.5814764881972218,196,msp-improv_crema-d
fold5,0.5891358024691358,0.5613245272826974,198,msp-improv_crema-d
average,0.6224658357542594,0.5735262038176452,198,msp-improv_crema-d
