,acc,uar,epoch,dataset,snr
fold1,0.5854126679462572,0.5919023506268553,182,iemocap,10.769690917900903
fold2,0.6830188679245283,0.63475628787696,173,iemocap,10.782267431173448
fold3,0.5518341307814992,0.5196982184972294,192,iemocap,10.70076851308653
fold4,0.6142322097378277,0.6008238249617561,169,iemocap,10.797553534244976
fold5,0.5759233926128591,0.5464764882308052,189,iemocap,10.618704072793888
average,0.6020842538005944,0.5787314340387212,189,iemocap,10.73379689383995
