,acc,uar,epoch,dataset,snr
fold1,0.6790243902439025,0.6096509244382331,182,crema-d,12.923120711508156
fold2,0.7047619047619048,0.6791420215708117,178,crema-d,12.954368435511325
fold3,0.7215053763440861,0.660820929283304,171,crema-d,12.950851671353153
fold4,0.7200424178154825,0.615702808848756,165,crema-d,12.94747996591613
fold5,0.7225130890052356,0.667857631318608,165,crema-d,12.933076388544588
average,0.7095694356341223,0.6466348630919425,165,crema-d,12.941779434566673
