,acc,uar,epoch,dataset,snr
fold1,0.5413173652694611,0.4293421108523554,182,msp-improv,11.278922808668536
fold2,0.5300592718035563,0.4760203038243412,163,msp-improv,10.852374248724601
fold3,0.4982517482517482,0.41552646645117997,160,msp-improv,10.883755487186601
fold4,0.5390455531453362,0.5028978597160415,191,msp-improv,10.520056662512244
fold5,0.502803738317757,0.4165531586404233,173,msp-improv,10.505498948968983
average,0.5222955353575719,0.44806797989686825,173,msp-improv,10.808121631212193
