,acc,uar,epoch,dataset,snr
fold1,0.6702439024390244,0.6033337999895769,199,crema-d,10.988959525358906
fold2,0.6835978835978836,0.6232315691756483,188,crema-d,10.989711645003482
fold3,0.7172043010752688,0.5984850707376348,177,crema-d,10.975307049650086
fold4,0.71898197242842,0.6448868535260519,162,crema-d,11.009158004588924
fold5,0.7015706806282722,0.6697475583459319,190,crema-d,10.942438461378902
average,0.6983197480337738,0.6279369703549688,190,crema-d,10.98111493719606
